MeetingDate,MeetingType,BodyName,EventInSiteURL,EventAgendaFile,EventMinutesFile,EventVideoPath,MatterTypeName,MatterRequester,AgendaItemNumber,AgendaItemTitle,AgendaItemDescription,MatterPassedDate,MatterNotes,EventItemConsent,EventItemPassedFlag,EventItemTally,IndexName,ActionName,ActionText,EventItemAgendaNote,EventItemMinutesNote,Mover,Seconder,MatterSponsors,MatterAttachmentURLs,EventItemVideo,Kate Gallego (Mayor),Ann O'Brien (D1-Vice Mayor),Jim Waring (D2),Debra Stark (D3),Laura Pastor (D4),Betty Guardado (D5),Kevin Robinson (D6),Anna Hernandez (D7),Kesha Hodge Washington (D8)
2024-03-06,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2313&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,License - Liquor,,11,Liquor License - Aguila's Hidaway Nugget,,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-03-06,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2313&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,License - Liquor,,18,"Liquor License - Full Speed, LLC",,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-03-06,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2313&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Information Only,,,"OPTIONS TO ACCESS THIS MEETING

Virtual Request to speak at a meeting: 

- Register online by visiting the City Council Meetings page on phoenix.gov at least 2 hours prior to the start of this meeting. Then, click on this link at the time of the meeting and join the Webex to speak:
https://phoenixcitycouncil.webex.com/phoenixcitycouncil/onstage/g.php?MTID=e3e0665be7aa4a5b7449ebfe1f1fd3b5b

- Register via telephone at 602-262-6001 at least 2 hours prior to the start of this meeting, noting the item number. Then, use the Call-in phone number and Meeting ID listed below at the time of the meeting to call-in and speak. 

In-Person Requests to speak at a meeting:

- Register in person at a kiosk located at the City Council Chambers, 200 W. Jefferson St., Phoenix, Arizona, 85003. Arrive 1 hour prior to the start of this meeting. Depending on seating availability, residents will attend and speak from the Upper Chambers, Lower Chambers or City Hall location.

- Individuals should arrive early, 1 hour prior to the start of the meeting to submit an in-person request to speak before the item is called. After the item is called, requests to speak for that item will not be accepted.

At the time of the meeting:

- Watch the meeting live streamed on phoenix.gov or Phoenix Channel 11 on Cox Cable, or using the Webex link provided above.

- Call-in to listen to the meeting. Dial 602-666-0783 and Enter Meeting ID 2558 847 5275# (for English) or 2558 230 6708# (for Spanish). Press # again when prompted for attendee ID.

- Watch the meeting in-person from the Upper Chambers, Lower Chambers or City Hall depending on seating availability.

- Members of the public may attend this meeting in person. Physical access to the meeting location will be available starting 1 hour prior to the meeting.

Para nuestros residentes de habla hispana:	

- Para registrarse para hablar en español, llame al 602-262-6001 al menos 2 horas antes del inicio de esta reunión e indique el número del tema. El día de la reunión, llame al 602-666-0783 e ingrese el número de identificación de la reunión 2558 230 6708#. El intérprete le indicará cuando sea su turno de hablar. 

- Para solamente escuchar la reunión en español, llame a este mismo número el día de la reunión (602-666-0783; ingrese el número de identificación de la reunión 2558 230 6708#). Se proporciona interpretación simultánea para nuestros residentes durante todas las reuniones.

- Para asistir a la reunión en persona, vaya a las Cámaras del Concejo Municipal de Phoenix ubicadas en 200 W. Jefferson Street, Phoenix, AZ 85003. Llegue 1 hora antes del comienzo de la reunión. Si desea hablar, regístrese electrónicamente en uno de los quioscos, antes de que comience el tema. Una vez que se comience a discutir el tema, no se aceptarán nuevas solicitudes para hablar. Dependiendo de cuantos asientos haya disponibles, usted podría ser sentado en la parte superior de las cámaras, en el piso de abajo de las cámaras, o en el edificio municipal.

- Miembros del público pueden asistir a esta reunión en persona. El acceso físico al lugar de la reunión estará disponible comenzando una hora antes de la reunión.",,,,0,,,,,,,,,,,,,,,,,,,,,
2024-03-06,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2313&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,License - Special Event,,12,Liquor License - Special Event - Phoenix Final Four Local Organizing Committee,,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-03-06,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2313&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,,,,,,,,1,1,,,approved and/or adopted as part of an omnibus motion,"A motion was made by Vice Mayor Stark, seconded by Councilwoman O'Brien, that items 5-19 be recommended for approval. The motion carried by the following voice vote:",,,Debra Stark,Ann O'Brien,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-03-06,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2313&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,,,,,,,,1,1,,,approved and/or adopted as part of an omnibus motion,"A motion was made by Vice Mayor Stark, seconded by Councilwoman Pastor, that items 20-84 be approved or adopted, except items 23, 51, 55, 61, 67, 78 and 82-84; noting Item 44 is continued to the April 17, 2024 City Council Formal Meeting and Item 79 is continued to the June 26, 2024 City Council Formal Meeting. The motion carried by the following vote:",,,Debra Stark,Laura Pastor,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-03-06,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2313&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2024-03-06,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2313&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2024-03-06,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2313&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2024-03-06,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2313&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2024-03-06,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2313&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2024-03-06,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2313&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2024-03-20,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2314&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,,,,CALL TO ORDER AND ROLL CALL,,,,0,,,,,,,,,,,,,Present,Present,Present,Present,Present,Present,Present,,Present
2024-03-20,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2314&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,,,,MINUTES OF MEETINGS,,,,0,,,,,,,,,,,,,,,,,,,,,
2024-03-20,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2314&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Minutes,,1,"For Approval or Correction, the Minutes of the Formal Meeting on June 2, 2021",,,,0,1,,,approved,"A motion was made by Councilman Waring, seconded by Councilwoman O'Brien, that this item be approved. The motion carried by the following voice vote:",,,Jim Waring,Ann O'Brien,,,,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote
2024-03-20,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2314&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Minutes,,2,"For Approval or Correction, the Minutes of the Formal Meeting on June 16, 2021",,,,0,1,,,approved,"A motion was made by Vice Mayor Stark, seconded by Councilwoman O'Brien, that this item be approved. The motion carried by the following voice vote:",,,Debra Stark,Ann O'Brien,,,,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote
2024-03-20,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2314&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Minutes,,3,"For Approval or Correction, the Minutes of the Formal Meeting on June 23, 2021",,,,0,1,,,approved,"A motion was made by Councilwoman Pastor, seconded by Councilwoman O'Brien, that this item be approved. The motion carried by the following voice vote:",,,Laura Pastor,Ann O'Brien,,,,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote
2024-03-20,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2314&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Minutes,,4,"For Approval or Correction, the Minutes of the Formal Meeting on Jan. 3, 2024",,,,0,1,,,approved,"A motion was made by Councilwoman Hodge Washington, seconded by Councilwoman O'Brien, that this item be approved. The motion carried by the following voice vote:",,,Kesha Hodge Washington,Ann O'Brien,,,,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote
2024-03-20,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2314&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,,,,BOARDS AND COMMISSIONS,,,,0,,,,,,,,,,,,,,,,,,,,,
2024-03-20,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2314&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,,,,"LIQUOR LICENSES, BINGO, AND OFF-TRACK BETTING LICENSE APPLICATIONS",,,,0,,,,,,,,,,,,,,,,,,,,,
2024-03-20,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2314&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,License - Bingo,,24,Bingo License - Phoenix Lodge 335 of the Benevolent and Protective Order of Elks,,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-03-20,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2314&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,License - Liquor,,18,Liquor License - First Watch #1046,,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-03-20,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2314&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,License - Liquor,,19,Liquor License - Taco Viva,,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-03-20,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2314&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,License - Liquor,,14,Liquor License - Starfish Lounge 2,,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-03-20,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2314&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,License - Liquor,,22,Liquor License - Mariscos El Viejon 2,,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-03-20,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2314&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,License - Liquor,,15,Liquor License - New Tokyo Food Market,,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-03-20,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2314&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,License - Liquor,,13,Liquor License - Stem Wine Company,,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-03-20,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2314&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,License - Liquor,,11,Liquor License - Carniceria Ponderosa 3,,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-03-20,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2314&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,License - Liquor,,21,Liquor License - Hugo's,,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-03-20,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2314&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,License - Liquor,,23,Liquor License - The Venue on 7th,,,,0,1,,,recommended for approval,"A motion was made by Councilwoman Hodge Washington, seconded by Councilwoman O'Brien, that this item be recommended for approval. The motion carried by the following vote:",,,Kesha Hodge Washington,Ann O'Brien,,,,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote
2024-03-20,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2314&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,License - Liquor,,10,Liquor License - Corazon de Agave,,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-03-20,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2314&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,License - Liquor,,12,Liquor License - Taco Night & Tequila,,,,1,1,,,recommended for approval,This item was recommended for approval as revised.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-03-20,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2314&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,License - Special Event,,7,Liquor License - Special Event - The Arizona Board of Regents (ASU),,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-03-20,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2314&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,License - Special Event,,16,"Liquor License - Special Event - Madison District Educational Foundation, Inc.",,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-03-20,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2314&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,License - Special Event,,8,Liquor License - Special Event - St. Gabriel the Archangel Roman Catholic Parish Cave Creek,,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-03-20,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2314&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,License - Special Event,,6,Liquor License - Special Event - Our Lady of Czestochowa Roman Catholic Parish Phoenix,,,,1,,,,recommended for approval,This item was recommended for approval.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-03-20,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2314&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,License - Special Event,,20,Liquor License - Special Event - Phoenix World Arts Collective,,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-03-20,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2314&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,License - Special Event,,9,Liquor License - Special Event - St. Gabriel the Archangel Roman Catholic Parish Cave Creek,,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-03-20,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2314&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,License - Special Event,,17,"Liquor License - Special Event - Madison District Educational Foundation, Inc.",,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-03-20,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2314&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,,,,"ORDINANCES, RESOLUTIONS, AND NEW BUSINESS",,,,0,,,,,,,,,,,,,,,,,,,,,
2024-03-20,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2314&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Payment Ordinance,,26,Fiberquant Analytical Services,,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-03-20,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2314&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Payment Ordinance,,27,"Jackson White, PC, in trust for Boehle Properties, LLC",,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-03-20,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2314&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Payment Ordinance,,28,"MG Trust Investments, LLC, dba American Bindery & Mailing",,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-03-20,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2314&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Payment Ordinance,,32,Settlement of Claim(s) Kwan v. City of Phoenix,,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-03-20,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2314&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Payment Ordinance,,33,Settlement of Claim(s) Vespoli v. City of Phoenix,,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-03-20,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2314&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Payment Ordinance,,34,Settlement of Claim(s) Valenzuela v. City of Phoenix,,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-03-20,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2314&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Payment Ordinance,,29,"Arizona Blue Stake, Inc., dba Arizona 811",,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-03-20,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2314&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Payment Ordinance,,30,"Spray Systems of Arizona, Inc.",,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-03-20,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2314&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Payment Ordinance,,31,"Straight Arrow Contracting, LLC",,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-03-20,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2314&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,,,,ADMINISTRATION,,,,0,,,,,,,,,,,,,,,,,,,,,
2024-03-20,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2314&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Formal Action,,35,"Request to Enter into Partnership Agreement with Northern Arizona University - Center for Service and Volunteerism, Arizona Climate Resilience Corps AmeriCorps Program",,,,1,1,,,approved,This item was approved.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-03-20,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2314&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,36,Pre-Engineered Fabric Shade Structures Contract - COOP 24-0032 - Request for Award (Ordinance S-50663),,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-03-20,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2314&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,37,Electronic Agenda Management System and Video Streaming Service - RFA 19-117 - Amendment (Ordinance S-50665),,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-03-20,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2314&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,38,"Crane Rentals - IFB 16-004 - Letter of Agreement to Extend Contract for Crane Rentals with H.K.B., Inc., dba Southwest Industrial Rigging (Ordinance S-50667)",,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-03-20,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2314&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,39,Acceptance of an Easement for Temporary Turn Around Purposes (Ordinance S-50668),,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-03-20,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2314&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,64,AZ Automated Fingerprint Identification System (AZAFIS) System Hardware and Maintenance - ADSPO13-038750 - Amendment (Ordinance S-50677),,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-03-20,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2314&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,42,Heating Ventilation and Air Conditioning Exhaust and Duct Cleaning Requirements Contract - IFB 24-078 (Ordinance S-50685),,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-03-20,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2314&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,43,Concrete Flatwork Contract - IFB 19-089 - Amendment (Ordinance S-50688),,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-03-20,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2314&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,44,"Sand, Rock, Quarried Materials Contract - IFB-24-0056 - Request for Award (Ordinance S-50689)",,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-03-20,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2314&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,45,Safety Equipment and Supplies - COOP 20-062 - Amendment (Ordinance S-50694),,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-03-20,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2314&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,40,Acceptance of Easements for Vehicular Non-Access and Drainage Purposes (Ordinance S-50696),,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-03-20,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2314&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,46,Surety Bonds Placement and Related Services Contract with USI - RFP 18-01 RMD - Amendment (Ordinance S-50698),,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
